gene	TMEI	TMEII	TMEIII	TMEIV
PSD4	0.696864111	1.742160279	#N/A	#N/A
PSME4	0.696864111	1.742160279	#N/A	#N/A
PTCD1	1.742160279	0.696864111	0.348432056	0
PTCH2	1.742160279	0.696864111	0.696864111	0.696864111
PTCHD4	1.742160279	0.696864111	0.696864111	0.348432056
PTPRJ	1.742160279	0.696864111	0.696864111	0.696864111
RERE	1.742160279	0.696864111	1.045296167	0.348432056
RFX6	1.742160279	0.696864111	0	0
RICTOR	1.742160279	0.696864111	0.348432056	1.045296167
ROCK2	1.742160279	0.696864111	1.045296167	0.696864111
RPS6KA6	1.742160279	0.696864111	1.045296167	0.348432056
RTN3	1.742160279	0.696864111	0.696864111	0.696864111
RXFP3	1.742160279	0.696864111	2.090592334	0.348432056
SALL4	1.742160279	0.696864111	1.393728223	1.045296167
SASS6	1.742160279	0.696864111	0.348432056	0
SEL1L3	1.742160279	0.696864111	1.045296167	1.045296167
SEMA5B	1.742160279	0.696864111	0.348432056	0.696864111
SHANK1	0.696864111	1.742160279	#N/A	#N/A
SLC12A9	1.742160279	0.696864111	0.348432056	0.348432056
SLC4A3	1.742160279	0.696864111	0.696864111	0.348432056
SLC6A7	0.696864111	1.742160279	#N/A	#N/A
SOX5	1.742160279	0.696864111	0.696864111	0.348432056
ST18	1.742160279	0.696864111	0.696864111	0.348432056
STAT5B	1.742160279	0.696864111	0.696864111	0.348432056
STS	1.742160279	0.696864111	0.348432056	0.696864111
SUSD1	1.742160279	0.696864111	0.348432056	0.696864111
TBC1D8B	1.742160279	0.696864111	0	0
TDRD1	1.742160279	0.696864111	0.348432056	0.348432056
TEX2	1.742160279	0.696864111	0.696864111	0.348432056
THBS1	1.742160279	0.696864111	0.696864111	1.045296167
TNRC6C	1.742160279	0.696864111	0.348432056	0.348432056
TTI1	1.742160279	0.696864111	1.393728223	0.696864111
TTLL4	1.742160279	0.696864111	0	0.696864111
UHRF1BP1	1.742160279	0.696864111	1.045296167	0.348432056
UNC5C	1.742160279	0.696864111	0.696864111	0.696864111
WDR17	1.742160279	0.696864111	1.045296167	0.348432056
WDR33	1.742160279	0.696864111	1.742160279	0.348432056
ZBTB34	1.742160279	0.696864111	0.348432056	0.348432056
ZDHHC8	1.742160279	0.696864111	0.696864111	1.393728223
ZFAT	1.742160279	0.696864111	2.43902439	0.348432056
ZNF251	1.742160279	0.696864111	0	0.348432056
ZNF48	1.742160279	0.696864111	0.696864111	0.348432056
ZNF808	0.696864111	1.742160279	#N/A	#N/A
ZSWIM5	1.742160279	0.696864111	0.696864111	0
ZZEF1	1.742160279	0.696864111	1.393728223	0.696864111
DNAH8	3.832752613	2.43902439	2.43902439	1.393728223
GPR179	3.832752613	2.43902439	1.045296167	0.696864111
HECTD4	3.832752613	2.43902439	1.045296167	0.696864111
KIAA1109	3.832752613	2.43902439	2.43902439	0.696864111
PTPRD	3.832752613	2.43902439	1.393728223	0.696864111
SALL1	2.43902439	3.832752613	1.045296167	0.348432056
TENM4	2.43902439	3.832752613	1.393728223	1.393728223
KMT2C	-4.181184669	-2.787456446	-2.43902439	-1.393728223
RP1	4.181184669	2.787456446	2.43902439	2.43902439
ANKRD50	2.090592334	1.045296167	0.348432056	0.696864111
ARHGEF15	2.090592334	1.045296167	0.696864111	0
ARID5B	-2.090592334	-1.045296167	-0.348432056	0
ASAP1	2.090592334	1.045296167	0	1.393728223
ASTN2	1.045296167	2.090592334	#N/A	1.742160279
BCL11A	2.090592334	1.045296167	1.045296167	0.696864111
BDP1	2.090592334	1.045296167	1.393728223	1.045296167
BNC2	1.045296167	2.090592334	1.742160279	1.742160279
CCDC73	2.090592334	1.045296167	0.348432056	0.696864111
CELSR2	2.090592334	1.045296167	1.742160279	2.43902439
CNGB1	2.090592334	1.045296167	0	0.348432056
DMXL2	2.090592334	1.045296167	1.742160279	0.696864111
DZIP1L	2.090592334	1.045296167	0.696864111	0.348432056
ERBB3	2.090592334	1.045296167	1.742160279	1.742160279
FAM193A	1.045296167	2.090592334	#N/A	#N/A
GPR158	2.090592334	1.045296167	2.43902439	1.742160279
GRIN2A	2.090592334	1.045296167	1.393728223	1.393728223
HLA-B	-2.090592334	-1.045296167	-1.045296167	0
ITGAL	2.090592334	1.045296167	0.696864111	1.045296167
KIAA1549L	2.090592334	1.045296167	1.045296167	0
KIF4B	2.090592334	1.045296167	0.348432056	0.696864111
LCT	2.090592334	1.045296167	1.393728223	0.348432056
MAGEE1	2.090592334	1.045296167	0.696864111	0.348432056
MYH8	2.090592334	1.045296167	0.348432056	0.696864111
MYLK	2.090592334	1.045296167	1.393728223	0.696864111
MYO7A	2.090592334	1.045296167	0.696864111	0.348432056
NCKAP5	2.090592334	1.045296167	2.43902439	1.393728223
NCOA2	2.090592334	1.045296167	1.045296167	1.045296167
NFATC2	2.090592334	1.045296167	1.045296167	0.696864111
NRXN2	2.090592334	1.045296167	1.045296167	1.393728223
NUP98	2.090592334	1.045296167	1.742160279	0.348432056
OBSL1	2.090592334	1.045296167	0.696864111	1.045296167
OR4C15	2.090592334	1.045296167	1.045296167	0
OR5M3	2.090592334	1.045296167	1.742160279	0.696864111
PAQR9	2.090592334	1.045296167	0.696864111	0.696864111
PCDH8	2.090592334	1.045296167	1.045296167	0
PCDHB3	2.090592334	1.045296167	1.742160279	1.045296167
PCDHGA3	2.090592334	1.045296167	0.696864111	0.348432056
PCDHGB3	2.090592334	1.045296167	0.696864111	0.696864111
PLEKHA6	2.090592334	1.045296167	0.696864111	1.045296167
PPRC1	2.090592334	1.045296167	0	0
RBP3	2.090592334	1.045296167	1.393728223	0
RET	2.090592334	1.045296167	0	1.045296167
RNF31	2.090592334	1.045296167	0.696864111	0
RPGRIP1L	2.090592334	1.045296167	0.348432056	0.348432056
SDK2	2.090592334	1.045296167	1.742160279	0.348432056
SEMA6D	2.090592334	1.045296167	1.393728223	0.696864111
SOX7	2.090592334	1.045296167	1.045296167	0.696864111
SPTBN2	1.045296167	2.090592334	#N/A	#N/A
TACC2	1.045296167	2.090592334	#N/A	#N/A
TCERG1	2.090592334	1.045296167	0.348432056	0.696864111
TNS3	2.090592334	1.045296167	1.393728223	0.696864111
TSPYL5	2.090592334	1.045296167	0.696864111	0
TUBA3C	1.045296167	2.090592334	#N/A	#N/A
TULP4	2.090592334	1.045296167	1.393728223	1.045296167
WAPAL	2.090592334	1.045296167	0.348432056	0.348432056
WASF3	2.090592334	1.045296167	0	0.348432056
WRN	2.090592334	1.045296167	0	0
ZC3H18	2.090592334	1.045296167	2.090592334	0.348432056
ZFYVE26	2.090592334	1.045296167	1.045296167	0
ZNF638	2.090592334	1.045296167	0.696864111	1.045296167
ZNF667	2.090592334	1.045296167	2.43902439	0.348432056
ZNFX1	2.090592334	1.045296167	0.696864111	1.045296167
FAT3	-5.226480836	-3.832752613	-4.529616725	-2.43902439
ABCC8	2.43902439	1.393728223	0.696864111	0.696864111
AMPH	2.43902439	1.393728223	0.696864111	1.045296167
ATP2B3	2.43902439	1.393728223	1.045296167	1.045296167
CACNA1C	2.43902439	1.393728223	1.393728223	2.090592334
CD163L1	2.43902439	1.393728223	0.348432056	0.696864111
CNTN3	1.393728223	2.43902439	#N/A	#N/A
COL14A1	2.43902439	1.393728223	0.696864111	0.696864111
COL6A2	2.43902439	1.393728223	0	0.696864111
CSPG4	2.43902439	1.393728223	1.045296167	1.045296167
DCAF12L1	2.43902439	1.393728223	1.393728223	0.696864111
F13B	2.43902439	1.393728223	0.696864111	0.348432056
FAT1	-2.43902439	-1.393728223	-2.43902439	-1.742160279
FLRT2	2.43902439	1.393728223	1.045296167	2.090592334
FSIP2	2.43902439	1.393728223	1.742160279	2.090592334
GRIN2B	2.43902439	1.393728223	0.696864111	0.696864111
KCNT2	2.43902439	1.393728223	1.393728223	0.348432056
KLF3	2.43902439	1.393728223	0.696864111	1.393728223
LRP12	2.43902439	1.393728223	1.393728223	2.090592334
MAGEC3	2.43902439	1.393728223	0	0.348432056
MDGA2	2.43902439	1.393728223	0.696864111	1.742160279
MKI67	2.43902439	1.393728223	1.742160279	0.348432056
MXRA5	2.43902439	1.393728223	2.090592334	1.045296167
MYH11	2.43902439	1.393728223	1.045296167	1.045296167
MYH7B	2.43902439	1.393728223	1.393728223	0
PCNT	2.43902439	1.393728223	1.393728223	0.696864111
PDE3B	2.43902439	1.393728223	0	1.045296167
PPL	2.43902439	1.393728223	0.348432056	0.348432056
SCN2A	2.43902439	1.393728223	1.742160279	1.045296167
SORCS1	2.43902439	1.393728223	1.045296167	1.045296167
STAB2	2.43902439	1.393728223	1.045296167	1.045296167
SULF1	2.43902439	1.393728223	1.742160279	1.393728223
APC	-2.787456446	-1.742160279	-2.43902439	-1.742160279
CNTNAP5	2.787456446	1.742160279	1.393728223	2.787456446
DCC	2.787456446	1.742160279	2.43902439	1.045296167
DSCAM	2.787456446	1.742160279	2.43902439	1.393728223
DSCAML1	2.787456446	1.742160279	1.393728223	1.742160279
FHOD3	1.742160279	2.787456446	0.696864111	0.696864111
HECW1	2.787456446	1.742160279	1.393728223	1.045296167
KCNMA1	2.787456446	1.742160279	1.393728223	0.696864111
POLQ	2.787456446	1.742160279	2.090592334	1.045296167
SLCO5A1	2.787456446	1.742160279	1.742160279	0.696864111
TDRD6	2.787456446	1.742160279	1.045296167	1.045296167
TENM2	2.787456446	1.742160279	1.393728223	0.696864111
CDH1	-3.135888502	-2.090592334	-2.43902439	-2.43902439
DCHS2	-3.135888502	-2.090592334	-1.742160279	-2.090592334
DNAH17	3.135888502	2.090592334	3.135888502	1.045296167
EPHA2	-3.135888502	-2.090592334	-1.742160279	-0.696864111
EVC2	3.135888502	2.090592334	1.742160279	0.696864111
SPEF2	3.135888502	2.090592334	1.393728223	0.348432056
SRCAP	3.135888502	2.090592334	2.090592334	0.696864111
UNC79	3.135888502	2.090592334	1.742160279	1.045296167
ZNF536	2.090592334	3.135888502	2.090592334	2.090592334
COL11A1	3.484320557	2.43902439	1.393728223	2.43902439
FCGBP	3.484320557	2.43902439	2.090592334	1.742160279
KMT2A	-3.832752613	-2.787456446	-0.696864111	-1.393728223
MUC17	3.832752613	2.787456446	3.135888502	2.090592334
APOB	-4.181184669	-3.135888502	-2.43902439	-2.787456446
DNAH11	4.181184669	3.135888502	3.135888502	3.484320557
PEG3	4.181184669	3.135888502	2.43902439	1.393728223
LRRK2	5.226480836	4.181184669	2.787456446	2.090592334
RYR2	5.923344948	4.87804878	3.135888502	2.43902439
USH2A	6.271777003	5.226480836	4.181184669	1.393728223
PCLO	6.620209059	5.574912892	5.226480836	2.43902439
ABCC4	1.742160279	1.045296167	0.348432056	0.696864111
ADAM2	1.742160279	1.045296167	0	0.348432056
ADAMTS3	1.742160279	1.045296167	0.696864111	0.348432056
ADCY6	1.742160279	1.045296167	0.696864111	0
ADGRL2	1.742160279	1.045296167	0.696864111	2.090592334
AFF1	1.742160279	1.045296167	0	0
ATP10B	1.045296167	1.742160279	#N/A	2.43902439
ATP10D	1.742160279	1.045296167	1.045296167	0.696864111
ATP8B2	1.742160279	1.045296167	0	0.696864111
BCAS3	1.742160279	1.045296167	0.348432056	0.348432056
C2orf71	1.742160279	1.045296167	0.696864111	0.348432056
C6orf118	1.742160279	1.045296167	0.348432056	1.045296167
CACNA2D1	1.742160279	1.045296167	1.045296167	0.348432056
CACNA2D3	1.045296167	1.742160279	#N/A	#N/A
CCAR1	1.742160279	1.045296167	0.348432056	0.348432056
CDH16	1.742160279	1.045296167	0.696864111	1.393728223
CDKN2A	-1.742160279	-1.045296167	-1.045296167	-0.696864111
CHD5	1.742160279	1.045296167	1.742160279	0.348432056
CHL1	1.045296167	1.742160279	#N/A	#N/A
CIC	-1.742160279	-1.045296167	-2.43902439	-1.045296167
CLCN3	1.742160279	1.045296167	0.696864111	0
COL17A1	1.742160279	1.045296167	1.045296167	0.348432056
COL4A4	1.045296167	1.742160279	#N/A	#N/A
CSF1R	1.045296167	1.742160279	#N/A	#N/A
CTNNA2	1.742160279	1.045296167	0.348432056	1.742160279
CXXC1	1.742160279	1.045296167	1.045296167	0.348432056
CYP19A1	1.742160279	1.045296167	0.348432056	0.348432056
DHX30	1.742160279	1.045296167	0.696864111	0
DLAT	1.742160279	1.045296167	0.696864111	0
DLGAP3	1.742160279	1.045296167	0.696864111	0.696864111
DPYD	1.742160279	1.045296167	1.045296167	1.045296167
EBF1	1.742160279	1.045296167	0.348432056	0.696864111
EPHA3	1.742160279	1.045296167	2.787456446	1.393728223
EPHA4	1.742160279	1.045296167	0.348432056	1.045296167
ERCC6	1.742160279	1.045296167	1.742160279	0
FBLN2	1.742160279	1.045296167	0	1.045296167
FBXL7	1.742160279	1.045296167	1.045296167	1.045296167
FER1L6	1.742160279	1.045296167	2.090592334	1.393728223
FRMPD1	1.742160279	1.045296167	1.045296167	0.696864111
FZD8	1.742160279	1.045296167	0.348432056	0.696864111
GABRG1	1.742160279	1.045296167	0.696864111	0
GPR139	1.742160279	1.045296167	0.348432056	0.348432056
GRID1	1.742160279	1.045296167	1.393728223	0.696864111
GRIK3	1.742160279	1.045296167	1.045296167	0.348432056
KCNU1	1.742160279	1.045296167	0.696864111	1.393728223
KDM2B	1.742160279	1.045296167	1.045296167	0
KDM3B	1.742160279	1.045296167	0.348432056	0.696864111
KIAA0430	1.742160279	1.045296167	0.696864111	1.393728223
KIAA1210	1.045296167	1.742160279	#N/A	#N/A
KIAA1549	1.742160279	1.045296167	1.393728223	1.393728223
KIDINS220	1.742160279	1.045296167	2.787456446	0.348432056
LHCGR	1.742160279	1.045296167	0.696864111	0.348432056
LIN7A	1.045296167	1.742160279	#N/A	#N/A
LRRIQ3	1.742160279	1.045296167	1.742160279	0.348432056
LRRK1	1.045296167	1.742160279	#N/A	#N/A
MCM2	1.045296167	1.742160279	#N/A	#N/A
MPDZ	1.742160279	1.045296167	1.393728223	1.045296167
MRC1	1.742160279	1.045296167	0.696864111	1.045296167
MROH2B	1.742160279	1.045296167	0	1.045296167
MYH4	1.045296167	1.742160279	#N/A	#N/A
NEBL	1.045296167	1.742160279	#N/A	#N/A
NEUROD4	1.045296167	1.742160279	#N/A	#N/A
NLRP14	1.742160279	1.045296167	0.696864111	0.348432056
NLRP3	1.742160279	1.045296167	0.696864111	0.348432056
OGDHL	1.742160279	1.045296167	1.393728223	0.696864111
OR4A16	1.045296167	1.742160279	#N/A	#N/A
OTOF	1.045296167	1.742160279	#N/A	#N/A
PAX1	1.742160279	1.045296167	1.742160279	0
PCDHA13	1.742160279	1.045296167	1.393728223	0.348432056
PCDHA4	1.742160279	1.045296167	1.045296167	0.348432056
PCDHB8	1.742160279	1.045296167	1.393728223	1.393728223
PCDHGB1	1.742160279	1.045296167	1.045296167	1.045296167
PCED1B	1.742160279	1.045296167	0.696864111	0.348432056
PGR	-1.742160279	-1.045296167	-0.348432056	-1.045296167
PIK3CG	1.045296167	1.742160279	#N/A	#N/A
PKD1L1	1.742160279	1.045296167	1.742160279	0.696864111
PRAMEF14	1.742160279	1.045296167	1.045296167	0.348432056
PTK2B	1.742160279	1.045296167	2.090592334	0.696864111
PTPRF	1.742160279	1.045296167	1.393728223	0.348432056
RAD51AP2	1.742160279	1.045296167	0.696864111	0
RBM27	1.742160279	1.045296167	0.696864111	1.045296167
SALL3	1.742160279	1.045296167	0.696864111	1.045296167
SFMBT2	1.742160279	1.045296167	1.045296167	1.045296167
SIPA1L2	1.742160279	1.045296167	2.787456446	1.393728223
SLC17A6	1.045296167	1.742160279	#N/A	#N/A
SMARCA4	-1.742160279	-1.045296167	-1.742160279	-1.045296167
SNTG1	1.045296167	1.742160279	#N/A	#N/A
SPAG17	1.742160279	1.045296167	1.742160279	1.045296167
SPTLC3	1.742160279	1.045296167	0.696864111	0.348432056
SSFA2	1.742160279	1.045296167	1.045296167	0.348432056
STXBP5L	1.045296167	1.742160279	#N/A	#N/A
SYCP1	1.045296167	1.742160279	#N/A	#N/A
TJP1	1.742160279	1.045296167	1.742160279	0.696864111
TNR	1.045296167	1.742160279	#N/A	#N/A
TRHDE	1.045296167	1.742160279	#N/A	#N/A
TRPV5	1.742160279	1.045296167	0	1.045296167
UNC13B	1.742160279	1.045296167	0	0
VCPIP1	1.742160279	1.045296167	1.393728223	0.348432056
VWA8	1.742160279	1.045296167	0.348432056	0.696864111
WBSCR17	1.742160279	1.045296167	1.393728223	1.393728223
XRN1	1.742160279	1.045296167	1.045296167	0.696864111
ZEB1	1.742160279	1.045296167	0.696864111	0.696864111
ZNF318	1.742160279	1.045296167	0.696864111	0.696864111
ZNF569	1.742160279	1.045296167	0.348432056	0.348432056
ZNF71	1.742160279	1.045296167	0.696864111	0.348432056
ZNF835	1.742160279	1.045296167	1.393728223	0
ABCA7	1.393728223	2.090592334	#N/A	#N/A
ACTN2	2.090592334	1.393728223	2.090592334	0.696864111
ANKRD30A	1.393728223	2.090592334	#N/A	#N/A
ARHGAP35	2.090592334	1.393728223	0.348432056	0
ATP2B2	2.090592334	1.393728223	2.090592334	0.348432056
COL5A3	1.393728223	2.090592334	#N/A	#N/A
DLEC1	2.090592334	1.393728223	0.348432056	0.696864111
DYSF	1.393728223	2.090592334	#N/A	2.090592334
EPHA5	2.090592334	1.393728223	1.742160279	1.742160279
FAM47C	1.393728223	2.090592334	#N/A	#N/A
FANCM	2.090592334	1.393728223	0.696864111	1.045296167
FCRL3	2.090592334	1.393728223	1.393728223	0.696864111
FILIP1	1.393728223	2.090592334	#N/A	#N/A
FSTL5	2.090592334	1.393728223	0.696864111	0.696864111
HFM1	1.393728223	2.090592334	1.742160279	#N/A
ITPR1	2.090592334	1.393728223	2.43902439	0.348432056
KAT6A	2.090592334	1.393728223	2.43902439	1.742160279
KIAA0232	1.393728223	2.090592334	#N/A	#N/A
KIAA2022	2.090592334	1.393728223	1.742160279	2.43902439
MUC6	-2.090592334	-1.393728223	-1.393728223	-3.135888502
MYH1	2.090592334	1.393728223	0.696864111	2.090592334
MYH14	2.090592334	1.393728223	0.348432056	0.348432056
NBEAL2	1.393728223	2.090592334	#N/A	1.742160279
NBN	2.090592334	1.393728223	0.348432056	0.696864111
NOTCH3	-2.090592334	-1.393728223	-0.696864111	-0.348432056
PCDHA9	2.090592334	1.393728223	0.348432056	0.696864111
PCDHB14	2.090592334	1.393728223	0.696864111	0.348432056
POLE	2.090592334	1.393728223	0.696864111	1.045296167
POP1	2.090592334	1.393728223	0.696864111	0.348432056
PRICKLE1	2.090592334	1.393728223	0.348432056	0.348432056
SALL2	1.393728223	2.090592334	#N/A	#N/A
SPG11	2.090592334	1.393728223	1.045296167	0.348432056
TMEM132B	2.090592334	1.393728223	0.696864111	0
TNC	2.090592334	1.393728223	1.393728223	1.045296167
TRIM49C	2.090592334	1.393728223	0.348432056	1.045296167
TRIML2	1.393728223	2.090592334	#N/A	#N/A
VWF	1.393728223	2.090592334	2.43902439	#N/A
WNK2	2.090592334	1.393728223	0.348432056	1.045296167
ZDBF2	2.090592334	1.393728223	2.787456446	0.696864111
ZNF804A	1.393728223	2.090592334	1.742160279	1.742160279
DSP	2.43902439	1.742160279	0.696864111	1.045296167
FAM135B	1.742160279	2.43902439	2.43902439	0.696864111
HECW2	2.43902439	1.742160279	1.045296167	0.348432056
HYDIN	2.43902439	1.742160279	0.696864111	2.090592334
JAKMIP1	1.742160279	2.43902439	0.348432056	0.696864111
KRAS	2.43902439	1.742160279	1.742160279	2.090592334
MGA	-2.43902439	-1.742160279	-1.045296167	-1.045296167
MYH10	2.43902439	1.742160279	2.090592334	1.045296167
MYO1F	1.742160279	2.43902439	0.348432056	0.348432056
NOTCH2	-2.43902439	-1.742160279	-0.348432056	-1.393728223
PCDHGA12	2.43902439	1.742160279	1.045296167	2.090592334
REV3L	2.43902439	1.742160279	3.135888502	1.742160279
SCN11A	2.43902439	1.742160279	1.393728223	1.393728223
TPTE	1.742160279	2.43902439	2.090592334	1.045296167
TRPA1	1.742160279	2.43902439	2.090592334	1.742160279
TUBGCP6	2.43902439	1.742160279	1.045296167	0.696864111
VPS13C	2.43902439	1.742160279	1.742160279	0.696864111
ZNF208	1.742160279	2.43902439	1.393728223	1.393728223
AKAP6	2.787456446	2.090592334	1.742160279	1.045296167
ARID2	-2.787456446	-2.090592334	-1.045296167	-0.696864111
CDH18	2.090592334	2.787456446	1.393728223	0.348432056
COL22A1	2.787456446	2.090592334	1.045296167	1.393728223
GRM1	2.787456446	2.090592334	1.393728223	2.090592334
MAGEC1	2.090592334	2.787456446	1.045296167	1.045296167
MYH2	2.787456446	2.090592334	1.393728223	0.348432056
NRK	2.787456446	2.090592334	0.696864111	0.348432056
PKHD1L1	2.787456446	2.090592334	2.43902439	0.348432056
PLCL1	2.090592334	2.787456446	0.696864111	0.348432056
SIPA1L1	2.787456446	2.090592334	1.045296167	0.696864111
SLITRK2	2.787456446	2.090592334	2.43902439	1.045296167
SVEP1	2.787456446	2.090592334	0.696864111	1.393728223
EPB41L3	2.43902439	3.135888502	1.393728223	1.742160279
ERBB4	3.135888502	2.43902439	3.832752613	1.742160279
SPEN	-3.135888502	-2.43902439	-1.742160279	-1.045296167
TRIO	3.135888502	2.43902439	1.393728223	1.393728223
TRIOBP	3.135888502	2.43902439	1.393728223	1.393728223
UTRN	3.135888502	2.43902439	2.787456446	1.393728223
VPS13D	3.135888502	2.43902439	1.742160279	1.393728223
DNAH9	3.484320557	2.787456446	3.832752613	1.393728223
PREX2	2.787456446	3.484320557	1.393728223	3.135888502
TRPS1	2.787456446	3.484320557	2.090592334	2.090592334
DNAH7	3.135888502	3.832752613	2.090592334	0.696864111
PTPRT	3.832752613	3.135888502	2.090592334	1.045296167
XIRP2	4.181184669	3.484320557	1.742160279	2.43902439
LRP1B	9.407665505	8.710801394	5.574912892	4.87804878
MUC16	9.756097561	9.059233449	5.923344948	4.181184669
TTN	16.72473868	16.02787456	10.10452962	9.059233449
DCDC1	2.787456446	2.43902439	1.393728223	0.348432056
DNAH1	2.787456446	2.43902439	1.045296167	1.742160279
DOCK2	3.135888502	2.787456446	2.43902439	1.045296167
EDNRB	2.787456446	2.43902439	1.393728223	1.393728223
FLG2	2.43902439	2.787456446	1.742160279	0.348432056
HRNR	2.787456446	2.43902439	1.393728223	2.090592334
LAMA1	5.226480836	4.87804878	2.090592334	1.393728223
MYO16	2.43902439	2.787456446	2.43902439	0.348432056
MYOM2	2.787456446	2.43902439	1.393728223	0.348432056
NPAP1	2.787456446	3.135888502	0.348432056	1.045296167
PDZD2	3.135888502	2.787456446	2.090592334	1.045296167
SCN3A	2.787456446	2.43902439	2.090592334	0.696864111
SCN9A	2.787456446	2.43902439	0.696864111	2.43902439
TAF1L	3.135888502	2.787456446	2.090592334	1.393728223
TENM3	2.43902439	2.787456446	2.43902439	1.393728223
TSHZ3	2.43902439	2.787456446	0.348432056	0.696864111
A2M	1.393728223	1.742160279	#N/A	#N/A
ABCB1	1.742160279	1.393728223	2.43902439	2.090592334
ACACB	2.43902439	2.43902439	1.045296167	1.742160279
ACAN	2.090592334	1.742160279	2.43902439	1.045296167
ACIN1	1.742160279	1.393728223	0.696864111	1.045296167
ADAMTS18	2.090592334	1.742160279	3.135888502	0.696864111
ADAMTS5	2.43902439	2.43902439	1.045296167	1.045296167
ADAMTSL3	1.393728223	1.742160279	2.090592334	1.742160279
ADCY2	1.742160279	1.393728223	0.696864111	0.348432056
ADCY3	1.742160279	1.393728223	0.348432056	1.045296167
ADGRL3	2.43902439	2.090592334	0.348432056	0.348432056
AKAP13	1.742160279	2.090592334	0.696864111	1.393728223
ALPK2	1.742160279	1.393728223	3.135888502	0.348432056
ANO4	1.393728223	1.742160279	#N/A	#N/A
AQR	1.742160279	1.393728223	0.696864111	0.696864111
ARFGEF2	2.090592334	1.742160279	1.045296167	1.045296167
ARFGEF3	1.742160279	1.393728223	0.348432056	1.045296167
ARHGAP33	1.742160279	1.393728223	0.696864111	0.696864111
ARHGEF17	1.742160279	1.742160279	1.045296167	0.348432056
ARMC4	1.742160279	2.090592334	0.696864111	1.393728223
ATP1A4	1.742160279	1.393728223	1.393728223	0
BCL9	1.742160279	1.742160279	1.742160279	0.348432056
BRINP1	2.090592334	1.742160279	0.696864111	0.348432056
BRINP3	2.090592334	2.090592334	0.696864111	0.696864111
BRPF1	1.742160279	1.393728223	0.696864111	0
BSN	2.090592334	1.742160279	2.787456446	1.393728223
CACNA1D	1.742160279	1.742160279	2.090592334	1.045296167
CACNA1E	3.135888502	3.135888502	2.787456446	1.045296167
CACNA1H	2.090592334	2.090592334	1.393728223	1.045296167
CDH11	3.135888502	3.135888502	0.696864111	2.090592334
CENPF	2.43902439	2.090592334	1.045296167	1.393728223
CEP128	1.393728223	1.742160279	#N/A	#N/A
CFAP61	2.090592334	1.742160279	0	2.090592334
COL15A1	2.43902439	2.090592334	1.045296167	0.696864111
COL16A1	1.393728223	1.742160279	#N/A	#N/A
COL27A1	1.742160279	1.393728223	1.045296167	0.696864111
COL4A3	1.742160279	1.393728223	0.696864111	0
COL5A2	1.742160279	2.090592334	0.696864111	0.696864111
COL6A3	3.832752613	3.832752613	1.742160279	1.045296167
CPED1	1.393728223	1.742160279	#N/A	#N/A
CR2	1.742160279	2.090592334	0.348432056	1.045296167
CTNNA3	1.742160279	2.090592334	0.696864111	0.696864111
CUL7	1.742160279	1.742160279	0.348432056	1.393728223
DCAF12L2	1.742160279	2.090592334	1.393728223	0.696864111
DLC1	2.090592334	1.742160279	0.696864111	1.742160279
DMXL1	1.393728223	1.742160279	#N/A	2.43902439
DNAJC13	2.090592334	2.090592334	0.348432056	1.045296167
DOCK10	2.090592334	2.43902439	2.090592334	0.696864111
DOCK4	2.090592334	2.43902439	1.742160279	0.348432056
DST	2.43902439	2.090592334	4.181184669	1.742160279
DYNC2H1	2.090592334	2.43902439	2.090592334	2.090592334
EGFLAM	1.393728223	1.742160279	#N/A	#N/A
EIF4G3	1.393728223	1.742160279	#N/A	#N/A
ELMO1	2.090592334	1.742160279	1.393728223	0.348432056
EPRS	2.090592334	1.742160279	0	1.045296167
ERICH3	2.090592334	2.43902439	2.090592334	0.696864111
EVC	1.742160279	1.742160279	1.393728223	1.393728223
F8	1.742160279	2.090592334	1.393728223	0.696864111
FAM21A	2.090592334	1.742160279	0.348432056	1.045296167
FBN1	2.090592334	2.090592334	4.529616725	1.742160279
FLG	5.574912892	5.923344948	5.226480836	3.135888502
FRYL	1.742160279	1.393728223	1.742160279	0.348432056
GRIA1	1.393728223	1.742160279	#N/A	#N/A
GRID2	1.393728223	1.742160279	#N/A	#N/A
GRM7	1.742160279	1.742160279	1.393728223	1.045296167
ICE1	1.742160279	1.393728223	0.696864111	1.045296167
IFI16	1.393728223	1.742160279	#N/A	#N/A
IGSF1	1.742160279	1.742160279	1.742160279	0.348432056
ITGAV	1.393728223	1.742160279	1.742160279	#N/A
JARID2	1.742160279	1.393728223	2.090592334	1.393728223
KDM5B	1.742160279	1.393728223	1.045296167	0
KIAA1217	1.742160279	1.742160279	1.045296167	1.045296167
KIF21A	1.742160279	1.742160279	0.696864111	0.696864111
KIF21B	1.742160279	1.742160279	0.348432056	0.696864111
KIF2B	2.43902439	2.090592334	1.045296167	1.393728223
KIRREL	2.090592334	2.090592334	1.045296167	0
KLB	1.742160279	1.393728223	0.696864111	0
KSR2	2.090592334	1.742160279	1.393728223	0
LAMA3	1.742160279	1.393728223	0.696864111	0.696864111
LAMA4	2.090592334	1.742160279	2.090592334	0.696864111
LINGO2	1.742160279	2.090592334	0.696864111	0.696864111
LPA	1.742160279	1.393728223	0	1.393728223
LRP2	3.832752613	3.484320557	3.135888502	0.348432056
LRP5	1.742160279	1.742160279	1.045296167	1.045296167
MAP1A	2.090592334	2.090592334	0.696864111	0
